pig_age_days,weight_kg,breed,daily_feed_kg,feed_freq,feed_type,fcr,weight_gain_kg_day,growth_stage,body_condition,temperature_c,health_status
55,5.0,LW_LR_Cross,0.25,2,Starter_1,1.96,0.127,starter,3.0,28.3,healthy
31,5.0,Pietrain,0.3,3,Pre_Starter_2,1.72,0.176,pre_starter,2.4,28.3,healthy
84,46.6,Duroc,2.05,3,Grower_1,3.2,0.641,grower,3.0,26.6,healthy
70,16.8,Large_White,0.79,3,Starter_1,1.84,0.43,starter,2.6,24.1,healthy
169,108.5,Large_White,3.62,2,Finisher_1,4.17,0.868,finisher,3.1,31.1,healthy
89,39.8,Landrace,1.47,3,Grower_2,2.92,0.505,grower,3.3,32.0,healthy
68,11.7,Large_White,0.57,3,Starter_1,2.51,0.229,starter,2.8,26.2,sick
40,5.0,LW_LR_Cross,0.29,3,Pre_Starter_2,1.3,0.226,pre_starter,2.9,26.5,healthy
121,83.6,Large_White,3.18,2,Grower_1,2.67,1.188,grower,2.7,24.0,healthy
157,103.7,LW_LR_Cross,3.66,2,Finisher_1,2.86,1.281,finisher,2.9,27.0,healthy
88,38.9,Landrace,1.53,3,Grower_2,2.76,0.555,grower,2.3,28.9,healthy
55,5.0,Landrace,0.27,3,Starter_2,2.17,0.123,starter,2.3,26.4,healthy
85,39.1,LW_LR_Cross,1.38,2,Grower_1,3.26,0.423,grower,2.7,29.9,healthy
28,5.0,Landrace,0.32,3,Pre_Starter_2,1.39,0.232,pre_starter,2.3,25.7,healthy
65,8.0,Landrace,0.37,2,Starter_2,2.07,0.177,starter,2.6,29.6,healthy
107,66.6,Large_White,3.03,2,Grower_1,2.73,1.113,grower,2.6,28.8,healthy
96,71.4,Duroc,3.15,2,Grower_1,2.98,1.057,grower,2.8,27.1,healthy
96,53.7,Large_White,2.24,3,Grower_1,2.77,0.808,grower,2.9,27.4,healthy
67,18.6,Duroc,0.97,2,Starter_1,1.95,0.498,starter,2.8,29.8,healthy
35,5.0,Duroc,0.37,4,Pre_Starter_1,1.24,0.298,pre_starter,2.6,34.8,healthy
125,107.4,Duroc,4.5,3,Grower_1,2.87,1.566,grower,3.3,27.7,healthy
167,132.5,Duroc,5.5,2,Finisher_2,3.94,1.395,finisher,2.5,30.5,healthy
46,5.0,Landrace,0.28,4,Pre_Starter_2,1.31,0.213,pre_starter,2.5,32.1,healthy
72,14.1,Landrace,0.73,2,Starter_1,2.18,0.335,starter,2.8,26.4,healthy
113,52.9,Pietrain,2.3,2,Grower_2,2.82,0.814,grower,2.1,25.8,recovering
170,104.3,Landrace,3.32,2,Finisher_2,2.88,1.151,finisher,3.5,28.0,healthy
41,5.0,Landrace,0.31,3,Pre_Starter_2,1.45,0.211,pre_starter,2.4,28.4,healthy
71,12.1,Landrace,0.56,3,Starter_1,1.95,0.286,starter,2.3,29.3,healthy
58,6.0,LW_LR_Cross,0.32,3,Starter_2,2.09,0.152,starter,2.8,26.0,healthy
40,5.0,Landrace,0.34,3,Pre_Starter_2,1.58,0.215,pre_starter,2.3,29.9,healthy
177,99.1,Landrace,3.13,2,Finisher_1,3.54,0.883,finisher,3.3,25.2,healthy
152,104.7,Duroc,3.9,2,Finisher_1,3.71,1.051,finisher,2.9,28.0,healthy
75,25.0,Duroc,1.23,2,Starter_2,1.82,0.674,starter,3.0,28.8,healthy
112,78.4,Large_White,3.11,2,Grower_1,2.75,1.128,grower,3.2,24.6,healthy
48,5.0,Landrace,0.31,3,Pre_Starter_2,1.48,0.209,pre_starter,2.6,29.1,healthy
24,5.0,Duroc,0.31,4,Pre_Starter_2,1.68,0.183,pre_starter,2.3,27.4,healthy
170,125.0,LW_LR_Cross,5.06,2,Finisher_1,2.95,1.718,finisher,3.5,26.9,healthy
96,59.5,Duroc,2.59,2,Grower_1,2.95,0.878,grower,2.3,28.8,healthy
87,32.2,Landrace,1.14,2,Grower_2,3.18,0.358,grower,2.5,24.3,healthy
106,68.1,Large_White,2.79,2,Grower_2,2.83,0.985,grower,3.0,29.0,healthy
111,74.1,LW_LR_Cross,3.36,2,Grower_2,3.63,0.925,grower,2.4,25.0,healthy
125,67.4,Pietrain,2.67,3,Grower_1,2.68,0.995,grower,2.4,28.9,healthy
21,5.0,Large_White,0.31,4,Pre_Starter_2,1.48,0.207,pre_starter,2.5,28.3,healthy
92,48.2,Large_White,1.88,2,Grower_2,2.66,0.708,grower,2.8,31.8,healthy
107,84.9,Duroc,3.54,2,Grower_1,2.74,1.289,grower,2.3,31.8,healthy
26,5.0,Landrace,0.29,3,Pre_Starter_2,1.59,0.185,pre_starter,2.9,29.9,sick
173,100.5,Landrace,2.72,2,Finisher_1,3.39,0.804,finisher,2.9,27.8,healthy
165,112.8,Large_White,4.11,3,Finisher_1,3.25,1.262,finisher,3.2,28.0,recovering
81,26.5,Large_White,1.14,3,Grower_1,2.4,0.473,grower,2.4,25.1,healthy
32,5.0,Landrace,0.28,3,Pre_Starter_2,1.48,0.187,pre_starter,2.4,23.5,recovering
26,5.0,Duroc,0.32,4,Pre_Starter_2,1.5,0.214,pre_starter,2.6,30.7,healthy
47,5.0,Landrace,0.3,4,Pre_Starter_1,1.45,0.208,pre_starter,2.6,26.9,healthy
156,99.2,Landrace,3.64,2,Finisher_1,4.17,0.873,finisher,3.1,25.8,healthy
144,111.6,Large_White,3.91,3,Finisher_2,3.69,1.059,finisher,3.2,23.6,healthy
126,85.1,Landrace,3.47,3,Grower_2,2.67,1.302,grower,2.5,28.3,healthy
113,77.1,Large_White,2.82,3,Grower_2,2.98,0.946,grower,2.9,27.3,healthy
129,82.6,Landrace,2.99,2,Grower_1,3.01,0.996,grower,2.8,26.3,healthy
119,85.6,Duroc,3.71,3,Grower_1,2.8,1.326,grower,3.0,26.2,healthy
162,115.1,Large_White,3.95,3,Finisher_1,3.38,1.169,finisher,2.9,28.7,recovering
55,5.0,Large_White,0.22,2,Starter_2,1.8,0.121,starter,2.5,28.1,healthy
104,54.3,Large_White,2.23,3,Grower_2,3.14,0.709,grower,3.3,23.7,healthy
76,19.1,Landrace,0.84,3,Starter_2,1.97,0.427,starter,2.2,25.8,healthy
161,117.0,LW_LR_Cross,5.15,2,Finisher_1,3.44,1.494,finisher,2.9,30.1,healthy
69,16.0,Large_White,0.66,3,Starter_2,2.22,0.296,starter,1.9,26.1,healthy
66,12.6,LW_LR_Cross,0.65,3,Starter_2,2.01,0.322,starter,2.4,30.3,healthy
133,99.7,Large_White,3.16,3,Finisher_1,4.24,0.745,finisher,2.6,28.0,recovering
156,89.8,Pietrain,3.22,3,Finisher_2,3.34,0.964,finisher,3.5,26.8,healthy
63,6.3,Landrace,0.3,3,Starter_1,1.93,0.156,starter,2.4,27.0,healthy
168,129.1,Duroc,5.16,2,Finisher_1,3.29,1.568,finisher,2.9,29.4,healthy
144,93.2,Landrace,3.41,2,Finisher_1,3.25,1.048,finisher,3.1,25.6,healthy
117,66.9,Landrace,2.41,2,Grower_1,2.9,0.832,grower,2.5,24.6,healthy
110,47.4,Pietrain,1.7,2,Grower_1,2.98,0.572,grower,2.9,26.2,healthy
59,5.0,Pietrain,0.23,3,Starter_1,1.92,0.12,starter,2.7,24.8,healthy
105,60.8,Landrace,2.37,3,Grower_1,2.81,0.844,grower,3.2,25.3,sick
82,30.0,Large_White,1.18,3,Grower_2,2.85,0.414,grower,2.8,25.3,healthy
126,95.3,Large_White,4.02,3,Grower_1,3.12,1.288,grower,2.3,28.3,healthy
127,66.7,Pietrain,2.58,2,Grower_1,2.65,0.974,grower,3.1,23.1,healthy
74,16.5,Landrace,0.77,3,Starter_1,2.04,0.378,starter,3.5,28.2,healthy
146,95.8,Landrace,3.03,2,Finisher_1,3.63,0.834,finisher,2.9,27.7,recovering
29,5.0,Duroc,0.29,3,Pre_Starter_2,1.56,0.188,pre_starter,2.5,29.8,healthy
108,70.8,LW_LR_Cross,2.96,3,Grower_1,2.82,1.05,grower,2.6,28.7,healthy
57,7.1,Duroc,0.37,3,Starter_2,2.2,0.166,starter,2.0,28.7,healthy
69,7.1,Pietrain,0.39,3,Starter_1,1.86,0.21,starter,2.6,25.5,healthy
61,5.0,Pietrain,0.24,2,Starter_1,1.97,0.121,starter,2.4,26.9,healthy
37,5.0,Landrace,0.3,4,Pre_Starter_1,1.41,0.212,pre_starter,2.6,24.2,healthy
108,66.1,Large_White,2.29,2,Grower_1,2.64,0.868,grower,2.9,30.9,healthy
41,5.0,Pietrain,0.25,4,Pre_Starter_2,1.52,0.167,pre_starter,3.1,31.3,healthy
71,13.0,Landrace,0.58,2,Starter_1,2.2,0.263,starter,2.4,29.1,healthy
79,32.1,LW_LR_Cross,1.57,2,Starter_2,1.84,0.849,starter,2.3,24.9,healthy
61,7.2,Large_White,0.32,2,Starter_1,2.18,0.146,starter,2.6,29.6,healthy
59,6.1,Large_White,0.28,3,Starter_2,1.93,0.144,starter,2.5,26.8,healthy
161,128.8,LW_LR_Cross,4.86,2,Finisher_2,3.21,1.513,finisher,3.6,23.8,healthy
31,5.0,Duroc,0.29,4,Pre_Starter_1,1.4,0.209,pre_starter,2.8,27.0,healthy
167,100.3,Landrace,3.43,3,Finisher_1,3.79,0.905,finisher,2.9,30.5,healthy
159,81.8,Pietrain,2.86,2,Finisher_1,3.19,0.897,finisher,3.1,27.4,healthy
97,61.8,Duroc,2.78,2,Grower_1,3.3,0.842,grower,3.1,28.2,sick
147,89.2,Landrace,3.14,2,Finisher_1,3.54,0.886,finisher,2.6,25.0,healthy
66,13.7,Large_White,0.7,2,Starter_2,1.66,0.424,starter,2.7,27.4,healthy
65,5.0,Pietrain,0.26,3,Starter_2,1.79,0.143,starter,3.2,27.3,healthy
21,5.0,LW_LR_Cross,0.32,3,Pre_Starter_2,1.62,0.195,pre_starter,2.1,25.4,healthy
128,94.8,Large_White,4.09,3,Grower_2,2.44,1.679,grower,2.7,28.4,healthy
39,5.0,LW_LR_Cross,0.25,4,Pre_Starter_2,1.6,0.157,pre_starter,2.5,27.3,healthy
96,57.7,LW_LR_Cross,2.34,3,Grower_1,2.51,0.933,grower,2.9,29.3,recovering
92,36.6,Landrace,1.44,3,Grower_2,2.89,0.498,grower,2.8,26.7,healthy
129,98.8,Duroc,4.11,2,Grower_1,3.13,1.314,grower,3.0,28.3,healthy
32,5.0,Landrace,0.3,4,Pre_Starter_2,1.56,0.191,pre_starter,2.5,26.1,healthy
65,10.3,Large_White,0.5,3,Starter_1,2.17,0.23,starter,2.6,24.0,healthy
110,77.4,Duroc,3.44,2,Grower_1,2.98,1.155,grower,3.2,30.6,recovering
123,88.1,LW_LR_Cross,3.45,3,Grower_2,2.51,1.372,grower,3.4,26.8,healthy
28,5.0,Duroc,0.31,3,Pre_Starter_1,1.32,0.235,pre_starter,2.8,25.7,healthy
173,122.3,Landrace,4.72,2,Finisher_2,2.97,1.587,finisher,3.4,29.3,sick
111,77.8,Large_White,3.42,2,Grower_1,2.88,1.188,grower,2.9,28.0,healthy
107,78.1,Large_White,3.16,2,Grower_1,2.77,1.139,grower,3.6,24.7,healthy
178,112.0,Landrace,3.63,2,Finisher_1,3.2,1.135,finisher,2.5,27.4,recovering
104,73.0,Large_White,2.56,2,Grower_1,2.88,0.888,grower,2.9,23.8,healthy
102,76.2,Duroc,3.17,3,Grower_1,3.2,0.99,grower,3.0,26.3,sick
166,110.5,Landrace,3.96,3,Finisher_2,3.71,1.067,finisher,3.0,31.3,recovering
88,21.0,Pietrain,0.76,3,Grower_1,3.14,0.24,grower,2.9,25.3,healthy
147,89.0,Landrace,3.06,2,Finisher_1,3.38,0.903,finisher,2.8,26.2,healthy
102,74.2,Duroc,3.04,2,Grower_2,2.84,1.068,grower,3.2,28.5,healthy
167,105.3,Landrace,3.08,3,Finisher_1,3.6,0.856,finisher,3.0,25.3,healthy
176,113.5,Large_White,4.01,2,Finisher_1,3.75,1.069,finisher,2.9,26.2,healthy
104,67.4,Large_White,2.78,2,Grower_1,2.42,1.152,grower,2.6,30.6,healthy
133,99.9,Large_White,3.54,2,Finisher_1,3.95,0.897,finisher,3.0,25.7,healthy
96,61.6,LW_LR_Cross,2.82,3,Grower_1,2.86,0.986,grower,2.6,27.3,healthy
142,107.5,Large_White,3.66,3,Finisher_2,3.89,0.94,finisher,2.1,26.2,healthy
163,130.1,Duroc,4.62,2,Finisher_1,3.82,1.21,finisher,2.5,26.7,sick
61,9.5,LW_LR_Cross,0.57,3,Starter_2,1.57,0.362,starter,2.4,28.3,healthy
22,5.0,Pietrain,0.26,3,Pre_Starter_1,1.55,0.165,pre_starter,2.4,28.0,healthy
49,5.0,Large_White,0.28,3,Pre_Starter_2,1.57,0.181,pre_starter,2.9,26.5,healthy
125,103.9,LW_LR_Cross,4.35,2,Grower_2,2.75,1.585,grower,3.0,27.7,healthy
71,16.1,Large_White,0.88,3,Starter_1,2.0,0.437,starter,2.6,30.3,healthy
95,43.6,Landrace,1.83,3,Grower_1,2.58,0.709,grower,2.5,27.7,healthy
30,5.0,LW_LR_Cross,0.28,3,Pre_Starter_2,1.48,0.189,pre_starter,3.4,28.0,healthy
162,102.6,Duroc,4.3,2,Finisher_1,3.4,1.263,finisher,2.9,26.2,healthy
71,12.1,Landrace,0.62,3,Starter_1,1.9,0.325,starter,2.8,29.3,healthy
138,92.6,Large_White,3.01,2,Finisher_1,3.39,0.889,finisher,2.9,25.5,healthy
141,88.7,Landrace,2.85,3,Finisher_2,2.79,1.021,finisher,3.0,31.3,healthy
59,5.0,Landrace,0.25,3,Starter_1,1.9,0.13,starter,2.1,27.7,healthy
48,5.0,Landrace,0.35,3,Pre_Starter_1,1.36,0.254,pre_starter,2.6,27.2,healthy
23,5.0,LW_LR_Cross,0.31,3,Pre_Starter_2,1.38,0.226,pre_starter,2.6,30.9,healthy
104,71.8,LW_LR_Cross,3.4,2,Grower_1,2.45,1.386,grower,2.8,29.8,healthy
175,106.6,LW_LR_Cross,4.09,2,Finisher_1,3.43,1.193,finisher,3.3,31.5,healthy
137,85.6,Landrace,2.62,2,Finisher_1,3.23,0.809,finisher,2.4,30.2,healthy
22,5.0,Duroc,0.35,3,Pre_Starter_2,1.36,0.258,pre_starter,2.4,26.5,healthy
113,75.9,LW_LR_Cross,2.88,3,Grower_1,2.83,1.016,grower,2.2,26.7,healthy
151,98.9,LW_LR_Cross,3.34,3,Finisher_2,3.99,0.838,finisher,2.8,28.6,healthy
164,107.9,Landrace,3.79,3,Finisher_2,3.54,1.07,finisher,3.3,27.2,healthy
114,77.6,Large_White,3.1,2,Grower_1,3.07,1.01,grower,3.1,30.4,recovering
60,6.8,Large_White,0.36,3,Starter_1,1.98,0.183,starter,2.5,25.6,healthy
22,5.0,Duroc,0.33,3,Pre_Starter_2,1.87,0.175,pre_starter,2.6,27.7,healthy
101,78.8,Duroc,3.28,2,Grower_1,2.52,1.303,grower,2.7,27.1,healthy
32,5.0,Pietrain,0.33,3,Pre_Starter_2,1.2,0.271,pre_starter,2.5,27.0,healthy
85,34.6,Large_White,1.33,3,Grower_2,3.02,0.441,grower,3.0,27.9,healthy
75,22.9,Large_White,1.05,3,Starter_2,2.15,0.49,starter,3.1,27.0,healthy
65,7.8,Landrace,0.4,3,Starter_2,1.64,0.242,starter,2.7,27.0,healthy
121,77.3,Landrace,3.03,3,Grower_2,2.76,1.095,grower,2.8,25.2,healthy
82,29.1,Large_White,1.18,3,Grower_1,3.25,0.364,grower,3.1,27.9,healthy
69,17.7,Duroc,0.98,2,Starter_2,2.18,0.451,starter,2.7,26.2,healthy
147,95.8,Landrace,3.23,2,Finisher_1,3.04,1.064,finisher,2.8,26.1,healthy
173,112.5,Duroc,4.79,2,Finisher_1,2.89,1.658,finisher,2.9,27.7,healthy
43,5.0,Landrace,0.3,3,Pre_Starter_1,1.74,0.172,pre_starter,2.4,28.6,healthy
172,93.5,Landrace,3.08,3,Finisher_1,3.25,0.95,finisher,3.1,32.3,sick
58,5.0,Landrace,0.26,3,Starter_1,2.19,0.117,starter,2.6,26.4,healthy
48,5.0,LW_LR_Cross,0.3,3,Pre_Starter_2,1.61,0.189,pre_starter,2.6,29.8,healthy
41,5.0,Large_White,0.3,4,Pre_Starter_2,1.5,0.202,pre_starter,2.3,27.3,healthy
127,81.8,Pietrain,2.85,3,Grower_1,2.61,1.092,grower,3.4,31.7,healthy
166,102.9,Landrace,3.23,2,Finisher_1,3.95,0.818,finisher,2.9,32.9,healthy
119,83.7,LW_LR_Cross,3.69,2,Grower_1,2.24,1.646,grower,3.2,25.6,healthy
139,85.6,Pietrain,2.55,3,Finisher_2,3.83,0.665,finisher,2.6,28.3,healthy
93,42.3,Landrace,1.64,2,Grower_2,2.72,0.604,grower,2.8,28.9,healthy
142,113.3,Duroc,4.28,3,Finisher_1,3.27,1.308,finisher,2.8,31.5,healthy
50,5.0,Large_White,0.34,4,Pre_Starter_2,1.48,0.226,pre_starter,2.7,25.7,healthy
128,88.7,LW_LR_Cross,3.49,3,Grower_1,3.08,1.132,grower,2.6,30.5,healthy
118,75.6,Landrace,3.13,2,Grower_2,2.49,1.26,grower,2.5,28.1,healthy
52,5.0,Landrace,0.24,3,Starter_2,2.07,0.117,starter,2.2,23.4,healthy
176,119.0,Duroc,3.56,2,Finisher_1,3.68,0.966,finisher,2.5,27.8,healthy
99,36.5,Pietrain,1.39,3,Grower_1,2.75,0.506,grower,2.4,29.7,healthy
61,7.7,Large_White,0.38,3,Starter_2,1.78,0.216,starter,2.8,31.4,healthy
83,42.5,Duroc,1.84,3,Grower_1,2.59,0.71,grower,2.4,28.4,healthy
43,5.0,Landrace,0.28,3,Pre_Starter_2,1.77,0.157,pre_starter,2.3,27.8,healthy
124,75.2,Landrace,2.83,2,Grower_2,3.04,0.932,grower,2.9,23.5,healthy
95,72.1,Duroc,3.3,3,Grower_1,2.95,1.119,grower,2.2,28.8,healthy
68,9.0,Landrace,0.43,2,Starter_2,2.43,0.176,starter,2.7,26.4,recovering
180,102.3,Landrace,2.93,3,Finisher_1,3.26,0.899,finisher,2.9,27.3,healthy
77,12.6,Pietrain,0.62,2,Starter_1,2.0,0.312,starter,2.7,30.2,healthy
138,92.7,Large_White,3.49,3,Finisher_2,3.51,0.992,finisher,2.9,29.3,healthy
120,92.5,Duroc,4.14,2,Grower_2,3.11,1.33,grower,2.8,29.2,healthy
144,106.9,Large_White,3.54,2,Finisher_2,3.01,1.177,finisher,3.2,25.8,healthy
172,125.3,Large_White,4.38,3,Finisher_1,3.52,1.244,finisher,3.0,24.5,healthy
54,5.0,Large_White,0.26,2,Starter_2,2.0,0.13,starter,2.7,26.2,healthy
176,114.5,Duroc,4.56,2,Finisher_1,3.75,1.216,finisher,3.3,24.9,healthy
27,5.0,Duroc,0.33,4,Pre_Starter_1,1.43,0.229,pre_starter,2.2,30.7,healthy
76,19.6,Large_White,1.04,3,Starter_2,2.24,0.463,starter,2.4,28.5,healthy
85,38.4,Large_White,1.45,2,Grower_1,2.9,0.501,grower,2.4,32.6,healthy
67,13.3,LW_LR_Cross,0.55,2,Starter_2,1.84,0.301,starter,2.5,29.1,healthy
168,112.0,Large_White,4.27,3,Finisher_2,3.67,1.163,finisher,3.0,31.6,sick
39,5.0,LW_LR_Cross,0.28,4,Pre_Starter_1,1.48,0.19,pre_starter,2.3,29.1,recovering
177,99.7,Large_White,3.44,2,Finisher_1,3.65,0.943,finisher,2.7,30.8,healthy
166,120.7,Duroc,4.74,2,Finisher_1,3.14,1.509,finisher,2.9,28.0,sick
146,97.2,Landrace,3.34,2,Finisher_2,3.42,0.977,finisher,3.2,31.1,healthy
159,126.1,LW_LR_Cross,4.77,2,Finisher_1,3.81,1.254,finisher,2.9,30.2,healthy
69,24.2,Duroc,1.52,3,Starter_1,2.28,0.668,starter,2.6,24.5,healthy
133,75.7,Landrace,2.72,3,Finisher_1,3.63,0.749,finisher,2.7,30.2,healthy
58,6.2,Large_White,0.29,3,Starter_2,1.95,0.15,starter,2.5,29.7,healthy
84,44.1,Duroc,1.65,3,Grower_2,2.66,0.62,grower,2.5,23.2,healthy
89,49.5,Duroc,2.19,3,Grower_1,2.62,0.833,grower,2.0,27.7,healthy
156,111.9,Large_White,3.94,2,Finisher_1,3.29,1.199,finisher,2.8,30.6,healthy
136,88.0,Large_White,2.72,3,Finisher_2,3.25,0.837,finisher,2.9,22.6,healthy
85,19.7,Pietrain,0.81,3,Grower_1,2.78,0.293,grower,2.6,29.7,healthy
51,5.0,Large_White,0.26,3,Starter_2,1.88,0.14,starter,2.7,28.9,healthy
152,120.6,Duroc,4.43,3,Finisher_1,3.67,1.208,finisher,2.6,28.1,healthy
133,88.7,Landrace,3.61,2,Finisher_1,3.61,1.001,finisher,3.0,35.9,healthy
129,90.7,LW_LR_Cross,3.99,3,Grower_1,3.07,1.297,grower,2.7,29.8,healthy
89,52.2,LW_LR_Cross,1.97,3,Grower_2,2.94,0.67,grower,2.5,26.7,healthy
178,111.1,LW_LR_Cross,4.36,3,Finisher_2,3.75,1.163,finisher,3.1,27.3,recovering
140,111.2,Large_White,3.98,3,Finisher_2,3.25,1.222,finisher,3.2,30.3,healthy
108,75.7,LW_LR_Cross,3.53,2,Grower_2,2.92,1.207,grower,3.2,29.5,healthy
87,37.4,Large_White,1.6,3,Grower_2,2.86,0.559,grower,2.8,27.3,healthy
95,62.5,Duroc,2.72,3,Grower_1,2.31,1.18,grower,2.7,30.5,healthy
65,7.0,Landrace,0.36,2,Starter_1,1.99,0.179,starter,2.1,25.4,healthy
24,5.0,Large_White,0.27,3,Pre_Starter_2,1.35,0.2,pre_starter,2.9,30.2,healthy
174,116.9,LW_LR_Cross,3.99,3,Finisher_1,3.04,1.311,finisher,3.1,26.9,healthy
175,118.8,Large_White,4.23,2,Finisher_1,3.41,1.243,finisher,2.7,29.6,healthy
127,109.2,Duroc,4.12,3,Grower_1,2.64,1.558,grower,3.0,32.5,healthy
71,8.8,Pietrain,0.44,3,Starter_1,1.85,0.236,starter,2.1,23.4,healthy
70,7.1,Pietrain,0.32,3,Starter_1,1.71,0.186,starter,2.9,27.1,healthy
26,5.0,Large_White,0.29,3,Pre_Starter_2,1.77,0.164,pre_starter,2.4,22.5,healthy
79,21.1,Landrace,1.09,3,Starter_2,1.75,0.625,starter,2.3,29.6,healthy
145,73.6,Pietrain,2.33,3,Finisher_1,3.4,0.686,finisher,3.2,30.9,healthy
163,106.0,Landrace,3.78,2,Finisher_1,3.7,1.021,finisher,2.5,26.3,healthy
50,5.0,Landrace,0.3,4,Pre_Starter_1,1.65,0.181,pre_starter,2.5,29.1,healthy
142,99.1,Large_White,3.15,2,Finisher_1,3.17,0.995,finisher,3.0,28.8,healthy
145,93.4,Landrace,3.45,2,Finisher_1,3.43,1.003,finisher,2.5,28.9,healthy
57,5.5,LW_LR_Cross,0.3,3,Starter_2,2.11,0.143,starter,2.4,29.6,healthy
144,97.4,Landrace,3.62,2,Finisher_1,3.59,1.01,finisher,2.3,29.4,healthy
121,98.0,Duroc,4.7,2,Grower_1,2.9,1.625,grower,2.8,26.9,healthy
55,5.0,Landrace,0.24,2,Starter_1,1.76,0.135,starter,2.0,27.1,healthy
107,66.3,Landrace,2.22,2,Grower_2,2.59,0.855,grower,3.0,24.3,sick
154,102.1,Large_White,3.37,2,Finisher_2,3.45,0.977,finisher,2.7,22.7,healthy
38,5.0,Large_White,0.32,3,Pre_Starter_1,1.45,0.223,pre_starter,2.2,27.9,sick
133,83.2,Landrace,2.83,2,Finisher_1,3.55,0.798,finisher,2.9,32.3,healthy
49,5.0,Duroc,0.28,3,Pre_Starter_2,1.34,0.207,pre_starter,2.0,25.6,healthy
97,44.4,Landrace,1.52,3,Grower_1,3.04,0.499,grower,2.5,26.5,healthy
79,18.3,Landrace,1.0,3,Starter_2,1.76,0.568,starter,2.8,28.2,healthy
146,87.6,Landrace,3.16,2,Finisher_1,3.57,0.886,finisher,2.4,27.2,healthy
165,102.0,Large_White,3.42,2,Finisher_2,3.26,1.049,finisher,2.8,27.9,healthy
129,92.6,LW_LR_Cross,4.31,2,Grower_1,2.73,1.577,grower,2.6,28.9,healthy
42,5.0,Landrace,0.36,3,Pre_Starter_2,1.28,0.281,pre_starter,1.9,28.5,healthy
88,42.7,Large_White,1.84,3,Grower_2,2.76,0.667,grower,2.3,25.6,healthy
89,43.0,Large_White,1.82,3,Grower_1,2.97,0.613,grower,2.5,25.4,healthy
69,17.1,LW_LR_Cross,0.91,3,Starter_1,2.25,0.402,starter,2.6,28.5,healthy
161,126.1,Large_White,4.74,3,Finisher_1,3.47,1.365,finisher,3.4,24.6,healthy
129,79.2,Pietrain,3.45,2,Grower_2,2.5,1.383,grower,2.8,30.7,healthy
106,72.0,Large_White,2.67,2,Grower_1,3.0,0.888,grower,2.8,28.7,healthy
73,18.8,LW_LR_Cross,0.93,2,Starter_1,2.07,0.45,starter,2.8,30.8,healthy
143,99.9,LW_LR_Cross,3.55,2,Finisher_1,3.45,1.029,finisher,3.0,29.3,healthy
107,70.7,Duroc,3.1,3,Grower_2,2.66,1.162,grower,2.6,27.8,sick
151,100.1,Large_White,3.97,2,Finisher_1,3.46,1.147,finisher,2.7,30.5,healthy
62,8.9,Large_White,0.46,3,Starter_2,2.01,0.229,starter,2.7,27.9,recovering
118,69.7,Landrace,2.86,2,Grower_2,3.0,0.953,grower,2.9,27.0,recovering
180,117.5,Landrace,4.27,2,Finisher_1,3.25,1.314,finisher,3.1,23.9,healthy
129,98.1,Large_White,3.93,2,Grower_1,2.63,1.494,grower,2.7,27.6,healthy
71,17.2,Large_White,0.83,3,Starter_1,1.95,0.427,starter,3.1,26.0,healthy
105,85.2,Duroc,3.6,2,Grower_1,2.46,1.462,grower,2.6,26.1,healthy
147,106.6,Landrace,3.45,3,Finisher_1,3.71,0.931,finisher,2.9,26.7,healthy
41,5.0,Large_White,0.28,3,Pre_Starter_2,1.59,0.179,pre_starter,2.9,29.3,healthy
64,10.2,Large_White,0.52,3,Starter_2,2.06,0.255,starter,2.6,25.4,healthy
159,118.6,LW_LR_Cross,4.06,3,Finisher_1,4.23,0.961,finisher,3.0,24.7,healthy
123,68.6,Landrace,3.06,2,Grower_1,2.97,1.031,grower,2.9,23.5,healthy
88,25.1,Pietrain,0.96,2,Grower_2,3.14,0.307,grower,2.4,29.1,healthy
149,97.0,Landrace,3.71,3,Finisher_1,3.52,1.056,finisher,2.9,29.7,healthy
112,73.3,Large_White,2.66,2,Grower_2,2.66,0.998,grower,3.0,26.6,healthy
44,5.0,Landrace,0.26,4,Pre_Starter_1,1.28,0.206,pre_starter,2.8,26.8,healthy
145,102.5,Landrace,3.48,3,Finisher_1,3.59,0.969,finisher,3.4,30.2,healthy
161,96.7,Pietrain,3.47,2,Finisher_1,3.66,0.949,finisher,2.7,27.6,healthy
131,107.2,Duroc,3.77,3,Finisher_1,3.78,0.999,finisher,3.3,28.9,healthy
118,91.8,Large_White,3.65,2,Grower_1,2.67,1.363,grower,3.1,28.6,healthy
159,111.1,LW_LR_Cross,4.31,2,Finisher_1,3.7,1.164,finisher,3.3,25.5,healthy
37,5.0,Landrace,0.28,4,Pre_Starter_2,1.31,0.218,pre_starter,2.1,29.1,healthy
119,97.5,LW_LR_Cross,3.75,2,Grower_1,2.82,1.329,grower,2.7,28.4,healthy
102,58.7,LW_LR_Cross,2.52,2,Grower_2,2.94,0.859,grower,2.8,26.6,healthy
124,88.9,Large_White,3.21,2,Grower_1,2.96,1.083,grower,3.1,27.1,healthy
172,100.0,Landrace,3.32,3,Finisher_2,3.75,0.886,finisher,2.8,24.6,sick
39,5.0,Landrace,0.3,3,Pre_Starter_2,1.58,0.188,pre_starter,2.4,30.0,healthy
105,81.9,Duroc,3.58,2,Grower_1,2.83,1.265,grower,2.5,28.5,healthy
